,"gene","target","PID","alnLength","mismatchCount","gapOpenCount","queryStart","queryEnd","subjectStart","subjectEnd","eVal","bitScore","gene_length","COV","BBH"
8496,"SYNPCC7942_RS12945","b0071",37.374,198,117,3,1,192,1,197,1.24E-37,126,202,0.98019801980198,"<=>"
8498,"SYNPCC7942_RS12960","b2728",36.364,77,34,3,1,71,1,68,1.89E-07,41.6,81,0.950617283950617,"<=>"
8499,"SYNPCC7942_RS12965","b2712",38.731,772,404,25,13,751,10,745,5.04E-118,370,770,1.0025974025974,"<=>"
8503,"SYNPCC7942_RS12975","b2991",33.929,112,73,1,1,111,1,112,8.86E-13,57,112,1,"<=>"
8505,"SYNPCC7942_RS12985","b2994",21.467,559,323,18,1,450,1,552,5.75E-18,83.6,477,1.17190775681342,"<=>"
8511,"SYNPCC7942_RS13000","b2530",51.724,377,177,3,3,375,2,377,1.21E-136,393,388,0.971649484536082,"<=>"
8514,"SYNPCC7942_RS13005","b4203",36.913,149,91,2,5,151,1,148,1.16E-22,84.7,152,0.980263157894737,"<=>"
8519,"SYNPCC7942_RS13035","b4147",48.619,181,93,0,4,184,6,186,1.56E-53,166,185,0.978378378378378,"<=>"
8523,"SYNPCC7942_RS13045","b0417",38.019,313,164,12,28,326,28,324,3.09E-41,143,327,0.957186544342508,"<=>"
8525,"SYNPCC7942_RS13055","b1281",39.565,230,133,3,10,238,17,241,9.72E-49,157,240,0.958333333333333,"<=>"
8526,"SYNPCC7942_RS13060","b1637",29.602,402,252,11,28,401,24,422,1.84E-44,156,402,1,"<=>"
8534,"SYNPCC7942_RS13075","b1859",31.224,237,158,3,31,265,23,256,1.32E-25,99,276,0.858695652173913,"<=>"
8536,"SYNPCC7942_RS13080","b4287",35.887,248,138,5,11,245,2,241,2.07E-36,126,251,0.98804780876494,"<=>"
8632,"SYNPCC7942_RS13120","b2428",42.361,288,166,0,10,297,5,292,2.26E-73,225,307,0.938110749185668,"<=>"
8658,"SYNPCC7942_RS13180","b3843",47.531,486,249,4,3,484,7,490,8.15E-158,455,506,0.960474308300395,"<=>"
8660,"SYNPCC7942_RS13220","b4461",26.73,419,263,10,41,442,21,412,3.58E-41,149,476,0.880252100840336,"<=>"
8665,"SYNPCC7942_RS13225","b1068",28.267,329,202,9,13,331,1,305,2.33E-23,95.5,353,0.932011331444759,"<=>"
8671,"SYNPCC7942_RS13245","b0428",38.488,291,177,2,23,312,6,295,1.06E-48,162,318,0.915094339622642,"<=>"
8675,"SYNPCC7942_RS13265","b0430",31.5,200,130,3,2,195,3,201,1.56E-20,82,195,1.02564102564103,"<=>"
8676,"SYNPCC7942_RS13275","b1719",40.172,580,328,7,22,597,68,632,2.7E-157,462,604,0.960264900662252,"<=>"
8678,"SYNPCC7942_RS13280","b1749",35.531,273,150,7,1,258,1,262,1.07E-41,141,265,1.03018867924528,"<=>"
8684,"SYNPCC7942_RS13310","b3385",27.426,237,141,7,60,267,5,239,3.72E-18,78.6,273,0.868131868131868,"<=>"
8724,"anL23","b3025",41.176,221,125,2,1,221,1,216,4.38E-52,165,224,0.986607142857143,"<=>"
8756,"anL28","b2894",28.671,286,170,12,26,300,17,279,3.39E-10,57,320,0.89375,"<=>"
8769,"anL40","b2414",69.159,321,95,2,7,326,4,321,2.89E-153,430,329,0.975683890577507,"<=>"
8771,"anL44","b4178",27.407,135,97,1,1,135,1,134,9.79E-11,53.5,144,0.9375,"<=>"
