PCC7942_PG_locus,PCC7942_NCBI-alias,PCC7942_alias,PCC7942_start,PCC7942_end,PCC7942_strand,gene_name,Annotation_description,Additional description,PCC7942_essentiality,PCC7942_regulatory_region_essentiality,PCC7942_uninterupted_upstream_length,cyano_conserved,greencut2_conserved,Notes on PG Annotation
SE_1958,SYNPCC7942_RS09625,Synpcc7942_1898,1970822,1972228,Reverse,leuC,"3-isopropylmalate dehydratase, large subunit",,essential,non-essential,10,no,no,
SE_1959,SYNPCC7942_RS09630,Synpcc7942_1899,1972290,1972778,Reverse,,cupin domain-containing protein,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1960,SYNPCC7942_RS09635,Synpcc7942_1900,1972832,1973413,Forward,dcd,dCTP deaminase,,essential,non-essential,20,no,no,
SE_1961,SYNPCC7942_RS09640,Synpcc7942_1901,1973458,1975839,Reverse,,Glycosyltransferase involved in cell wall bisynthesis,,beneficial,,,no,no,
SE_1962,SYNPCC7942_RS09645,Synpcc7942_1902,1975932,1976978,Reverse,,Glycosyltransferase involved in cell wall bisynthesis,,beneficial,,,no,no,
SE_1963,SYNPCC7942_RS09650,Synpcc7942_1903,1976983,1978113,Reverse,,O-antigen chain-terminating methyltransferase,,beneficial,,,no,no,
SE_1964,SYNPCC7942_RS09655,Synpcc7942_1904,1978129,1979454,Reverse,hlyD,HlyD family secretion protein,,non-essential,,,no,no,
SE_1965,SYNPCC7942_RS09660,Synpcc7942_1905,1979496,1982498,Reverse,hlyB,"ATP-binding cassette, subfamily B",,non-essential,,,no,no,
SE_1966,SYNPCC7942_RS09665,Synpcc7942_1906,1982513,1983253,Reverse,,Parvulin-like peptidyl-prolyl isomerase,,non-essential,,,no,no,
SE_1967,SYNPCC7942_RS09670,Synpcc7942_1907,1983417,1984493,Reverse,acsF,Mg-protoporphyrin IX monomethyl ester (oxidative) cyclase,,essential,essential,88,no,yes,
SE_1968,SYNPCC7942_RS09675,Synpcc7942_1908,1984647,1985081,Reverse,,Protein of unknown function (DUF2996),,non-essential,,,no,no,
SE_1969,SYNPCC7942_RS09680,Synpcc7942_1909,1985142,1985738,Reverse,,hypothetical protein,,ambiguous,,,no,no,
SE_1970,SYNPCC7942_RS09685,Synpcc7942_1910,1985741,1986379,Reverse,ubiX,UbiX family flavin prenyltransferase,,essential,non-essential,4,no,no,
SE_1971,SYNPCC7942_RS09690,Synpcc7942_1911,1986376,1988613,Reverse,zam,RNAse R,,beneficial,,,yes,no,
SE_1972,SYNPCC7942_RS09695,,1988594,1988773,Forward,,hypothetical protein,,,,,,,"UTEX 3055 annotation added to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, PCC 7942 RNAseq data"
SE_1973,SYNPCC7942_RS09700,Synpcc7942_1912,1988931,1989605,Reverse,phoU,"phosphate uptake regulator, PhoU",,essential,non-essential,2,no,no,
SE_1974,SYNPCC7942_RS09705,Synpcc7942_1912a,1989729,1989818,Forward,psaM,photosystem I subunit 12,,non-essential,,,no,no,"UTEX 2973 annotation added to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, PCC 7942 RNAseq data"
SE_1975,SYNPCC7942_RS09710,Synpcc7942_1913,1989975,1990358,Forward,,hypothetical protein,,essential,non-essential,3,no,no,
SE_1976,SYNPCC7942_RS09715,Synpcc7942_1914,1990394,1990852,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_1977,SYNPCC7942_RS09720,Synpcc7942_1915,1991020,1991412,Reverse,aroH,chorismate mutase,,essential,non-essential,0,yes,no,
SE_1978,SYNPCC7942_RS09725,Synpcc7942_1916,1991469,1992281,Reverse,sppA,signal peptide peptidase A. Serine peptidase. MEROPS family S49,,non-essential,,,no,no,
SE_1979,SYNPCC7942_RS09730,Synpcc7942_1917,1992369,1993463,Forward,,EamA family transporter,,non-essential,,,no,yes,
SE_1980,SYNPCC7942_RS09735,Synpcc7942_1918,1993521,1994600,Forward,BGluT,UDP-glucose tetrahydrobiopterin glucosyltransferase,,non-essential,,,no,no,
SE_1981,SYNPCC7942_RS09740,Synpcc7942_1919,1994565,1995326,Reverse,,"transcriptional regulator, XRE family",,non-essential,,,no,no,
SE_1982,SYNPCC7942_RS09745,Synpcc7942_1920,1995596,1998193,Reverse,leuS,leucyl-tRNA synthetase,,essential,non-essential,9,yes,no,
SE_1983,SYNPCC7942_RS09750,Synpcc7942_1921,1998203,1998655,Forward,,"Uncharacterized conserved protein YtfP, gamma-glutamylcyclotransferase (GGCT)/AIG2-like family",,non-essential,,,no,no,
SE_1984,SYNPCC7942_RS09755,Synpcc7942_1922,1998656,1999156,Reverse,,hypothetical protein,,ambiguous,,,no,no,
SE_1985,SYNPCC7942_RS09760,Synpcc7942_1923,1999240,1999896,Reverse,sigG,"RNA polymerase sigma-70 factor, ECF subfamily",,non-essential,,,no,no,
SE_1986,SYNPCC7942_RS09765,Synpcc7942_1924,2000205,2000732,Reverse,,Late competence development protein ComFB,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1987,SYNPCC7942_RS09770,Synpcc7942_1925,2000732,2001583,Reverse,,"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain",,non-essential,,,no,no,
SE_1988,SYNPCC7942_RS09775,Synpcc7942_1926,2001647,2001940,Reverse,,host factor-I protein,,non-essential,,,no,no,
SE_1989,SYNPCC7942_RS09780,Synpcc7942_1927,2001982,2002824,Forward,dapF,diaminopimelate epimerase,,essential,non-essential,2,yes,no,
SE_1990,SYNPCC7942_RS09785,Synpcc7942_1928,2002837,2003079,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_1991,SYNPCC7942_RS09790,Synpcc7942_1929,2003133,2004293,Forward,nifS,cysteine desulfurase,,essential,non-essential,4,no,no,
SE_1992,SYNPCC7942_RS09795,Synpcc7942_1930,2004305,2005048,Forward,,protein of unknown function (DUF1995),,non-essential,,,no,yes,
SE_1993,SYNPCC7942_RS09800,Synpcc7942_1931,2005055,2005825,Forward,,serine/threonine protein phosphatase 1,,non-essential,,,no,no,
SE_1994,SYNPCC7942_RS09805,Synpcc7942_1932,2006047,2006580,Forward,,protein of unknown function (DUF4330),,essential,non-essential,6,no,no,
SE_1995,SYNPCC7942_RS09810,Synpcc7942_1933,2006589,2007635,Forward,fni,isopentenyl-diphosphate delta-isomerase,,non-essential,,,no,no,
SE_1996,SYNPCC7942_RS09815,Synpcc7942_1934,2007641,2008990,Forward,dacB,D-alanyl-D-alanine carboxypeptidase / D-alanyl-D-alanine-endopeptidase (penicillin-binding protein 4),,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_1997,SYNPCC7942_RS09820,Synpcc7942_1935,2009232,2010020,Reverse,pilD,type 4 prepilin peptidase 1 Aspartic peptidase. MEROPS family A24A,,non-essential,,,no,no,
SE_1998,SYNPCC7942_RS09825,Synpcc7942_1936,2010026,2010268,Reverse,,hypothetical protein,,essential,non-essential,3,no,no,
SE_1999,SYNPCC7942_RS09830,Synpcc7942_1937,2010387,2011127,Reverse,msrA,peptide-methionine (S)-S-oxide reductase,,non-essential,,,no,no,
SE_2000,SYNPCC7942_RS09835,Synpcc7942_1938,2011214,2012275,Reverse,arsB,"arsenite transporter, ACR3 family",,non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains"
SE_2001,SYNPCC7942_RS09840,Synpcc7942_1939,2012363,2013364,Forward,gap3,glyceraldehyde-3-phosphate dehydrogenase (NAD ),,non-essential,,,no,no,
SE_2002,SYNPCC7942_RS09845,Synpcc7942_1940,2013361,2014620,Forward,pmt,hypothetical protein,,non-essential,,,no,no,
SE_2003,SYNPCC7942_RS09850,Synpcc7942_1941,2014681,2015577,Forward,,tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC,,non-essential,,,yes,no,
SE_2004,SYNPCC7942_RS09855,Synpcc7942_1942,2015645,2016097,Forward,prxQ-A3,peroxiredoxin Q/BCP,,non-essential,,,no,no,
SE_2005,SYNPCC7942_RS09860,Synpcc7942_1943,2016143,2018038,Reverse,ftn2,Protein of unknown function (DUF4101),,beneficial,,,yes,yes,
SE_2006,SYNPCC7942_RS09865,Synpcc7942_1944,2018389,2019417,Forward,pdhA,pyruvate dehydrogenase E1 component alpha subunit,,essential,essential,65,yes,no,
SE_2007,SYNPCC7942_RS09870,Synpcc7942_1945,2019498,2021429,Reverse,uvrC,Excinuclease ABC subunit C,,non-essential,,,yes,no,
SE_2008,SYNPCC7942_RS09875,Synpcc7942_1946,2021493,2021972,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2009,SYNPCC7942_RS09880,Synpcc7942_1947,2022089,2023540,Reverse,,Ig-like domain-containing protein,,non-essential,,,no,no,
SE_2010,SYNPCC7942_RS09885,Synpcc7942_1948,2023694,2023939,Forward,,2TM domain-containing protein,,non-essential,,,no,no,
SE_2011,SYNPCC7942_RS09890,Synpcc7942_1949,2024003,2024311,Forward,,Protein of unknown function (DUF3181),,non-essential,,,no,no,
SE_2012,SYNPCC7942_RS09895,Synpcc7942_1950,2024388,2024639,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2013,SYNPCC7942_RS09900,Synpcc7942_1951,2024828,2025190,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2014,SYNPCC7942_RS09905,Synpcc7942_R0002,2025281,2025365,Forward,,tRNA-Ser,,,essential,53,,,
SE_2015,SYNPCC7942_RS09910,Synpcc7942_1952,2025399,2025740,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2016,SYNPCC7942_RS09915,Synpcc7942_1953,2025793,2026179,Reverse,,6-pyruvoyltetrahydropterin/6-carboxytetrahydropt erin synthase,,beneficial,,,no,no,
SE_2017,SYNPCC7942_RS09920,Synpcc7942_1954,2026183,2027823,Reverse,pyrG,CTP synthase,,essential,non-essential,19,yes,no,
SE_2018,SYNPCC7942_RS09925,Synpcc7942_1956,2028196,2029113,Forward,accD,acetyl-CoA carboxylase carboxyltransferase subunit alpha,,essential,essential,46,yes,no,
SE_2019,SYNPCC7942_RS09930,Synpcc7942_1957,2029234,2029671,Reverse,,cyclic nucleotide-binding domain-containing protein,,non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_2020,SYNPCC7942_RS09935,Synpcc7942_1958,2029762,2030133,Reverse,,"DNA-binding transcriptional regulator, XRE family",,non-essential,,,no,no,
SE_2021,SYNPCC7942_RS09940,Synpcc7942_1959,2030340,2032142,Forward,proS,prolyl-tRNA synthetase,,essential,non-essential,32,yes,yes,
SE_2022,SYNPCC7942_RS09945,Synpcc7942_1960,2032190,2032696,Reverse,,TIGR02652 family protein,,non-essential,,,no,no,
SE_2023,SYNPCC7942_RS09950,Synpcc7942_1961,2032854,2033402,Forward,fbp,"Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily",,non-essential,,,no,no,
SE_2024,SYNPCC7942_RS09955,Synpcc7942_1962,2033449,2033571,Forward,psbY,photosystem II PsbY protein,,non-essential,,,no,no,
SE_2025,SYNPCC7942_RS09960,Synpcc7942_1963,2033871,2034767,Reverse,,muramoyltetrapeptide carboxypeptidase,,non-essential,,,no,no,
SE_2026,SYNPCC7942_RS09965,(Synpcc7942_1964),2034764,2035642,Reverse,ubiA,4-hydroxybenzoate octaprenyltransferase,,essential,non-essential,4,yes,no,
SE_2027,SYNPCC7942_RS09970,Synpcc7942_1965,2035730,2037379,Forward,ppx,Ppx/GppA phosphatase,,non-essential,,,yes,no,
SE_2028,SYNPCC7942_RS09975,Synpcc7942_1966,2037413,2037670,Forward,,Protein of unknown function (DUF3571),,beneficial,,,no,no,
SE_2029,SYNPCC7942_RS09980,Synpcc7942_1967,2037772,2038638,Forward,cacA,Undecaprenyl-diphosphatase,,essential,non-essential,37,no,no,
SE_2030,SYNPCC7942_RS09985,Synpcc7942_1968,2038685,2040043,Forward,,"putative radical SAM enzyme, TIGR03279 family",,non-essential,,,yes,no,
SE_2031,SYNPCC7942_RS09990,Synpcc7942_1969,2040474,2040851,Forward,,AbrB-like transcriptional regulator,,ambiguous,,,no,no,
SE_2032,SYNPCC7942_RS09995,Synpcc7942_1970,2041038,2041484,Reverse,,amidohydrolase,,non-essential,,,no,no,PCC 7942 annotation changed to reflect complete ORF
SE_2033,SYNPCC7942_RS10000,Synpcc7942_1972,2042290,2043057,Reverse,,Tetratricopeptide repeat-containing protein,,non-essential,,,no,yes,
SE_2034,SYNPCC7942_RS10005,Synpcc7942_1973,2043151,2044320,Reverse,,NDP-sugar synthase,,essential,essential,45,no,no,
SE_2035,SYNPCC7942_RS10010,Synpcc7942_1974,2044388,2045224,Reverse,scpA,condensin subunit ScpA,,non-essential,,,yes,no,
SE_2036,SYNPCC7942_RS10015,Synpcc7942_1975,2045410,2045763,Reverse,,Protein of unknown function (DUF1049),,non-essential,,,no,no,
SE_2037,SYNPCC7942_RS10020,Synpcc7942_1976,2045793,2047397,Reverse,ndhD,NADH dehydrogenase subunit M,,non-essential,,,yes,no,
SE_2038,SYNPCC7942_RS10025,Synpcc7942_1977,2047567,2049564,Reverse,ndhF1,NADH dehydrogenase subunit L,,beneficial,,,yes,no,
SE_2039,SYNPCC7942_RS10030,Synpcc7942_1978,2049645,2049980,Reverse,trx,thioredoxin 1,,non-essential,,,no,no,
SE_2040,SYNPCC7942_RS10035,Synpcc7942_1979,2050014,2050736,Reverse,,Uncharacterized membrane protein,,non-essential,,,no,no,
SE_2041,SYNPCC7942_RS10040,Synpcc7942_1980,2050905,2051894,Forward,rbcR,"transcriptional regulator, LysR family",,essential,non-essential,2,yes,no,
SE_2042,SYNPCC7942_RS10045,Synpcc7942_1981,2051891,2052499,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2043,SYNPCC7942_RS10050,Synpcc7942_1982,2052499,2052831,Reverse,,NAD(P)H-quinone oxidoreductase subunit M,,essential,non-essential,6,yes,no,
SE_2044,SYNPCC7942_RS10055,Synpcc7942_1983,2052981,2054405,Forward,pds,zeta-carotene desaturase /three-step phytoene desaturase,,essential,non-essential,0,no,yes,
SE_2045,SYNPCC7942_RS10060,Synpcc7942_1984,2054486,2055412,Forward,pys,phytoene synthase,,essential,non-essential,9,yes,no,
SE_2046,SYNPCC7942_RS10065,Synpcc7942_1985,2055445,2056338,Reverse,,Fructosamine-3-kinase,,non-essential,,,yes,no,
SE_2047,SYNPCC7942_RS10070,Synpcc7942_1986,2056331,2057653,Reverse,pqqL,insulinase family protein,,non-essential,,,no,yes,
SE_2048,SYNPCC7942_RS10075,Synpcc7942_1987,2057819,2058133,Forward,rpaC,hypothetical protein,,non-essential,,,no,no,
SE_2049,SYNPCC7942_RS10080,Synpcc7942_1988,2058724,2059857,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2050,SYNPCC7942_RS10085,Synpcc7942_1989,2059907,2060818,Reverse,,cation diffusion facilitator family transporter,,non-essential,,,no,no,
SE_2051,SYNPCC7942_RS10090,Synpcc7942_1990,2060865,2061527,Reverse,,"Putative Ca2 /H antiporter, TMEM165/GDT1 family",,non-essential,,,no,yes,
SE_2052,SYNPCC7942_RS10095,Synpcc7942_1991,2061920,2062321,Reverse,mscL,large conductance mechanosensitive channel,,non-essential,,,no,no,
SE_2053,SYNPCC7942_RS10100,Synpcc7942_1992,2062388,2063434,Reverse,eIF2BA,methylthioribose-1-phosphate isomerase,,non-essential,,,no,no,
SE_2054,SYNPCC7942_RS10105,Synpcc7942_1993,2063554,2064174,Forward,,methylthioribulose-1-phosphate dehydratase,,non-essential,,,no,no,
SE_2055,SYNPCC7942_RS10110,Synpcc7942_1994,2064180,2064896,Forward,masA,acireductone synthase,,non-essential,,,no,no,
SE_2056,SYNPCC7942_RS10115,Synpcc7942_1995,2064926,2065561,Reverse,hisIE,phosphoribosyl-ATP pyrophosphatase /phosphoribosyl-AMP cyclohydrolase,,essential,non-essential,34,yes,no,
SE_2057,SYNPCC7942_RS10120,Synpcc7942_1996,2065617,2065967,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2058,SYNPCC7942_RS10125,Synpcc7942_1997,2066152,2066370,Reverse,hliA,Chlorophyll A-B binding protein,,non-essential,,,no,no,
SE_2059,SYNPCC7942_RS10130,Synpcc7942_1998,2066556,2067143,Forward,,GAF domain-containing protein,,non-essential,,,no,no,
SE_2060,SYNPCC7942_RS10135,Synpcc7942_1999,2067448,2067735,Reverse,rbp2,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",,beneficial,,,no,no,
SE_2061,SYNPCC7942_RS10140,Synpcc7942_2000,2067958,2070180,Reverse,mrcB,peptidoglycan glycosyltransferase,,beneficial,,,no,no,
SE_2062,SYNPCC7942_RS10145,Synpcc7942_2001,2070348,2071166,Reverse,minC,septum site-determining protein MinC,,non-essential,,,yes,no,
SE_2063,SYNPCC7942_RS10155,Synpcc7942_2002,2071335,2072045,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2064,SYNPCC7942_RS10160,Synpcc7942_2003,2072093,2072806,Forward,,CHRD domain-containing protein,,non-essential,,,no,no,
SE_2065,SYNPCC7942_RS10165,Synpcc7942_2004,2073028,2073618,Forward,sigI,"RNA polymerase sigma-70 factor, ECF subfamily",,non-essential,,,no,no,
SE_2066,SYNPCC7942_RS10170,Synpcc7942_2005,2073628,2074449,Forward,,Anti-sigma-K factor RskA,,non-essential,,,no,no,
SE_2067,SYNPCC7942_RS10175,Synpcc7942_2006,2074598,2075284,Reverse,cdv3,hypothetical protein,,non-essential,,,no,no,
SE_2068,SYNPCC7942_RS10180,Synpcc7942_2007,2075281,2075781,Reverse,coaD,Phosphopantetheine adenylyltransferase,,essential,non-essential,2,yes,no,
SE_2069,SYNPCC7942_RS10185,Synpcc7942_2008,2075871,2076353,Forward,,"NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family",,non-essential,,,no,no,
SE_2070,SYNPCC7942_RS10190,Synpcc7942_2009,2076365,2079133,Forward,,exonuclease SbcC,,non-essential,,,no,no,
SE_2071,SYNPCC7942_RS10195,Synpcc7942_2010,2079493,2080140,Reverse,psbV,cytochrome c-550,,essential,non-essential,6,no,no,
SE_2072,SYNPCC7942_RS10200,Synpcc7942_2011,2080210,2081391,Reverse,ycf56,RNAse Z,,essential,non-essential,0,yes,no,
SE_2073,SYNPCC7942_RS10205,Synpcc7942_2012,2081506,2082729,Forward,spoIID,stage II sporulation protein D,,essential,non-essential,4,no,no,
SE_2074,SYNPCC7942_RS10210,Synpcc7942_2013,2082726,2083253,Reverse,,WD-40 repeat-containing protein,,non-essential,,,no,no,
SE_2075,SYNPCC7942_RS10215,Synpcc7942_2014,2083250,2083843,Reverse,,WD40-like Beta Propeller Repeat,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains"
SE_2076,SYNPCC7942_RS10220,Synpcc7942_2015,2083852,2084685,Reverse,ycf66,Ycf66 protein N-terminus,,essential,non-essential,16,no,no,
SE_2077,SYNPCC7942_RS10225,Synpcc7942_2016,2084803,2084922,Reverse,psbX,photosystem II PsbX protein,,non-essential,,,no,no,
SE_2078,SYNPCC7942_RS10230,Synpcc7942_2017,2085077,2085370,Forward,,YggT family protein,,essential,non-essential,14,yes,yes,
SE_2079,SYNPCC7942_RS10235,Synpcc7942_R0003,2085452,2085523,Reverse,,tRNA-Thr,,,non-essential,13,,,
SE_2080,SYNPCC7942_RS10240,Synpcc7942_2018,2085584,2085829,Forward,,Protein of unknown function (DUF3493),,non-essential,,,no,no,
SE_2081,SYNPCC7942_RS10245,Synpcc7942_2019,2085893,2086762,Reverse,,low-complexity tail membrane protein,,beneficial,,,no,no,
SE_2082,SYNPCC7942_RS10250,Synpcc7942_2020,2086845,2089937,Reverse,infB,bacterial translation initiation factor 2 (bIF-2),,essential,essential,150,yes,no,
SE_2083,SYNPCC7942_RS10255,Synpcc7942_2021,2090088,2090381,Reverse,,YlxR family protein,,ambiguous,,,yes,no,
SE_2084,SYNPCC7942_RS10260,Synpcc7942_2022,2090378,2091703,Reverse,nusA,NusA antitermination factor,,ambiguous,,,yes,no,
SE_2085,SYNPCC7942_RS10265,Synpcc7942_2023,2091760,2092221,Reverse,,ribosome maturation factor RimP,,beneficial,,,yes,yes,
SE_2086,SYNPCC7942_RS10270,Synpcc7942_2024,2092386,2093258,Reverse,,"Uncharacterized conserved protein YecE, DUF72 family",,non-essential,,,no,no,
SE_2087,SYNPCC7942_RS10275,Synpcc7942_2025,2093363,2094448,Forward,rfaG,Glycosyltransferase involved in cell wall bisynthesis,,essential,non-essential,2,no,no,
SE_2088,SYNPCC7942_RS10280,Synpcc7942_2026,2094451,2095854,Forward,,putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase,,essential,non-essential,1,no,no,
SE_2089,SYNPCC7942_RS10285,Synpcc7942_2027,2095857,2096600,Forward,,"Glycosyltransferase, GT2 family",,essential,non-essential,1,no,no,
SE_2090,SYNPCC7942_RS10290,Synpcc7942_2028,2096615,2097676,Forward,rfbW,glycosyltransferase,,essential,non-essential,2,no,no,
SE_2091,SYNPCC7942_RS10295,Synpcc7942_2029,2097799,2099385,Forward,pgi,glucose-6-phosphate isomerase,,essential,non-essential,3,yes,no,
SE_2092,SYNPCC7942_RS10300,Synpcc7942_2030,2099548,2100300,Reverse,cpcG,phycobilisome rod-core linker protein,,essential,non-essential,11,no,no,
SE_2093,SYNPCC7942_RS10305,Synpcc7942_2031,2100423,2101004,Reverse,,"phycobilin lyase, CpcS-I subunit",,essential,non-essential,0,no,no,
SE_2094,SYNPCC7942_RS10310,Synpcc7942_2032,2101118,2102308,Forward,norA,"Predicted arabinose efflux permease, MFS family",,non-essential,,,no,no,
SE_2095,SYNPCC7942_RS10315,Synpcc7942_2033,2102330,2103022,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2096,SYNPCC7942_RS10320,Synpcc7942_2034,2103270,2104508,Forward,,"UDP flavonoid glycosyltransferase YjiC, YdhE family",,non-essential,,,no,no,
SE_2097,SYNPCC7942_RS10325,Synpcc7942_2035,2104481,2105518,Reverse,,"Phenylpropionate dioxygenase, large terminal subunit",,non-essential,,,no,yes,
SE_2098,SYNPCC7942_RS10330,Synpcc7942_2036,2105522,2106526,Reverse,,"Phenylpropionate dioxygenase, large terminal subunit",,non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_2099,SYNPCC7942_RS10335,Synpcc7942_2037,2106519,2107163,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2100,SYNPCC7942_RS10340,Synpcc7942_2038,2107367,2108059,Reverse,,"transcriptional regulator, XRE family with cupinsensor",,non-essential,,,no,no,
SE_2101,SYNPCC7942_RS10345,Synpcc7942_2039,2108533,2109339,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2102,SYNPCC7942_RS10350,Synpcc7942_2040,2109423,2110133,Reverse,sfsA,sugar fermentation stimulation protein A,,non-essential,,,yes,no,
SE_2103,SYNPCC7942_RS10355,Synpcc7942_2041,2110181,2111803,Forward,mviN,putative peptidoglycan lipid II flippase,,essential,non-essential,9,yes,no,
SE_2104,SYNPCC7942_RS10360,Synpcc7942_2042,2111810,2112136,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2105,SYNPCC7942_RS10365,Synpcc7942_2043,2112253,2112672,Reverse,speH,S-adenosylmethionine decarboxylase,,non-essential,,,no,no,
SE_2106,SYNPCC7942_RS10370,Synpcc7942_2044,2112977,2113990,Reverse,,"Sporulation protein YlmC, PRC-barrel domain family",,essential,essential,141,no,no,
SE_2107,SYNPCC7942_RS10375,Synpcc7942_2045,2114134,2117721,Reverse,smc,condensin subunit Smc,,non-essential,,,yes,no,
SE_2108,SYNPCC7942_RS10380,Synpcc7942_2046,2118062,2118451,Forward,gcsH,glycine cleavage system H protein,,non-essential,,,yes,no,
SE_2109,SYNPCC7942_RS10385,Synpcc7942_2047,2118510,2121371,Forward,gcvP,glycine dehydrogenase (decarboxylating) alpha subunit /glycine dehydrogenase (decarboxylating) beta subunit,,non-essential,,,yes,no,
SE_2110,SYNPCC7942_RS10390,Synpcc7942_2048,2121521,2123725,Reverse,psaB,photosystem I P700 chlorophyll a apoprotein A2,,essential,non-essential,19,yes,no,
SE_2111,SYNPCC7942_RS10395,Synpcc7942_2049,2123745,2126036,Reverse,psaA,photosystem I P700 chlorophyll a apoprotein A1,,essential,essential,200,yes,no,
SE_2112,SYNPCC7942_RS10400,Synpcc7942_2050,2126401,2127864,Forward,,hypothetical protein,,non-essential,,,no,no,"UTEX 2973 and UTEX 3055 annotations changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_2113,SYNPCC7942_RS10405,Synpcc7942_2051,2127861,2129303,Reverse,,uncharacterized protein,,non-essential,,,no,no,
SE_2114,SYNPCC7942_RS10410,Synpcc7942_2052,2129314,2130186,Reverse,,peptide/nickel transport system permease protein,,non-essential,,,no,no,
SE_2115,SYNPCC7942_RS10415,Synpcc7942_2053,2130328,2132259,Forward,,Dipeptidyl aminopeptidase/acylaminoacyl peptidase,,non-essential,,,no,no,
SE_2116,SYNPCC7942_RS10420,Synpcc7942_2054,2132256,2133197,Reverse,,Methyltransferase domain-containing protein,,non-essential,,,no,no,
SE_2117,SYNPCC7942_RS10425,Synpcc7942_2055,2133299,2134543,Forward,ubiH,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",,essential,non-essential,0,no,no,
SE_2118,SYNPCC7942_RS10430,(Synpcc7942_2056),2134746,2134985,Forward,,Protein of unknown function (DUF2949),,non-essential,,,no,no,
SE_2119,SYNPCC7942_RS10435,Synpcc7942_2057,2135125,2135757,Forward,,acyl-phosphate glycerol-3-phosphate acyltransferase,,essential,non-essential,2,yes,no,
SE_2120,SYNPCC7942_RS10440,Synpcc7942_2058,2135767,2136561,Reverse,proC,pyrroline-5-carboxylate reductase,,essential,non-essential,38,yes,no,
SE_2121,SYNPCC7942_RS10445,Synpcc7942_2059,2136697,2137272,Reverse,cdv2,DUF552 domain-containing protein,,non-essential,,,yes,no,
SE_2122,SYNPCC7942_RS10450,Synpcc7942_2060,2137504,2138169,Reverse,ylmE,YggS family pyridoxal phosphate-dependent enzyme,,non-essential,,,yes,no,
SE_2123,SYNPCC7942_RS10455,Synpcc7942_2061,2138194,2138463,Reverse,pipX,PII interaction protein X,,non-essential,,,yes,no,
SE_2124,SYNPCC7942_RS10460,Synpcc7942_2062,2138585,2139820,Reverse,crtL,lycopene cyclase (CrtL-type),,essential,non-essential,11,no,yes,
SE_2125,SYNPCC7942_RS10465,Synpcc7942_2063,2139891,2140667,Reverse,surE,5'-nucleotidase /3'-nucleotidase /exopolyphosphatase,,non-essential,,,yes,no,
SE_2126,SYNPCC7942_RS10470,Synpcc7942_2064,2140803,2141804,Forward,pheS,"phenylalanyl-tRNA synthetase, alpha subunit",,essential,non-essential,9,yes,no,
