,new_locus_tag,old_locus_tag,start,end,strand,ncbi_gene_name,gene_name,biocyc_gene_name,Deutschbauer_gene,gene_product_old,gene_product,Deutschbauer_product,KEGG_ko
2148,SYNPCC7942_RS10750,Synpcc7942_2120,2201698,2202114,-,SYNPCC7942_RS10750,rnc2,rnc2,SYNPCC7942_RS10750,ribonuclease III,Ribonuclease III,SYNPCC7942_RS10750,K11145
2149,SYNPCC7942_RS10755,Synpcc7942_2121,2202117,2202509,-,SYNPCC7942_RS10755,spoIIAA,spoIIAA,spoIIA,STAS domain-containing protein,Anti-sigma F factor antagonist,"anti-anti-sigma regulatory factor, SpoIIAA",
2150,SYNPCC7942_RS10760,Synpcc7942_2122,2202560,2203735,-,SYNPCC7942_RS10760,carA,carA,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,"carbamoyl-phosphate synthase, small subunit",carbamoyl phosphate synthase small subunit,K01956
2151,SYNPCC7942_RS10765,Synpcc7942_2123,2203801,2204847,-,trpD,trpD,trpD,trpD,anthranilate phosphoribosyltransferase,anthranilate phosphoribosyltransferase,anthranilate phosphoribosyltransferase,K00766
2152,SYNPCC7942_RS10770,Synpcc7942_2124,2204908,2205879,-,SYNPCC7942_RS10770,bcp,bcp,SYNPCC7942_RS10770,histone deacetylase,acetylpolyamine aminohydrolase,SYNPCC7942_RS10770,
2153,SYNPCC7942_RS10775,Synpcc7942_2125,2206002,2206403,+,SYNPCC7942_RS10775,SYNPCC7942_2125,SYNPCC7942_2125,SYNPCC7942_RS10775,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS10775,
2154,SYNPCC7942_RS10780,Synpcc7942_2126,2206400,2206804,-,SYNPCC7942_RS10780,SYNPCC7942_2126,SYNPCC7942_2126,SYNPCC7942_RS10780,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS10780,
2155,SYNPCC7942_RS10785,Synpcc7942_2127,2207167,2207346,+,SYNPCC7942_RS10785,nblA,nblA,SYNPCC7942_RS10785,phycobilisome degradation protein NblA,phycobilisome degradation protein NblA,SYNPCC7942_RS10785,
2156,SYNPCC7942_RS10790,Synpcc7942_2128,2207506,2208081,-,SYNPCC7942_RS10790,txlA,txlA,SYNPCC7942_RS10790,thiol:disulfide interchange protein TxlA,Thiol:disulfide interchange protein txlA,SYNPCC7942_RS10790,
2157,SYNPCC7942_RS10795,Synpcc7942_2129,2208154,2208558,+,SYNPCC7942_RS10795,SYNPCC7942_2129,SYNPCC7942_2129,SYNPCC7942_RS10795,4Fe-4S binding protein,4Fe-4S ferredoxin iron-sulfur binding domain protein,SYNPCC7942_RS10795,
2158,SYNPCC7942_RS10800,Synpcc7942_2130,2208566,2209150,+,SYNPCC7942_RS10800,SYNPCC7942_2130,SYNPCC7942_2130,SYNPCC7942_RS10800,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS10800,
2159,SYNPCC7942_RS10805,Synpcc7942_2131,2209183,2211255,-,SYNPCC7942_RS10805,slt,slt,SYNPCC7942_RS10805,transglycosylase SLT domain-containing protein,probable soluble lytic transglycosylase,SYNPCC7942_RS10805,K08309
2160,SYNPCC7942_RS10810,,2211315,2211494,+,SYNPCC7942_RS10810,SYNPCC7942_RS10810,SYNPCC7942_RS10810,SYNPCC7942_RS10810,hypothetical protein,SYNPCC7942_RS10810,SYNPCC7942_RS10810,
2161,SYNPCC7942_RS10815,Synpcc7942_2132,2211549,2212967,+,SYNPCC7942_RS10815,glmM,glmM,SYNPCC7942_RS10815,phosphoglucosamine mutase,phosphoglucosamine mutase,SYNPCC7942_RS10815,K03431
2162,SYNPCC7942_RS10820,Synpcc7942_2133,2212970,2213521,-,SYNPCC7942_RS10820,SYNPCC7942_2133,SYNPCC7942_2133,SYNPCC7942_RS10820,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS10820,
2163,SYNPCC7942_RS10825,Synpcc7942_2134,2213659,2214708,-,SYNPCC7942_RS10825,amiA2,amiA2,SYNPCC7942_RS10825,N-acetylmuramoyl-L-alanine amidase,N-acetylmuramoyl-L-alanine amidase,SYNPCC7942_RS10825,K01448
2164,SYNPCC7942_RS10830,Synpcc7942_2135,2214773,2215456,-,SYNPCC7942_RS10830,SYNPCC7942_2135,SYNPCC7942_2135,,hypothetical protein,conserved hypothetical protein,hypothetical protein,
2165,SYNPCC7942_RS10835,Synpcc7942_2136,2215466,2216287,-,SYNPCC7942_RS10835,dapB,dapB,dapB,4-hydroxy-tetrahydrodipicolinate reductase,dihydrodipicolinate reductase,dihydrodipicolinate reductase,K00215
2166,SYNPCC7942_RS10840,Synpcc7942_2137,2216577,2220563,+,SYNPCC7942_RS10840,chlH,chlH,chlH,magnesium chelatase subunit H,"Magnesium-chelatase, subunit H",magnesium chelatase,K03403
2167,SYNPCC7942_RS10845,,2220725,2221294,+,SYNPCC7942_RS10845,SYNPCC7942_RS10845,SYNPCC7942_RS10845,SYNPCC7942_RS10845,hypothetical protein,SYNPCC7942_RS10845,SYNPCC7942_RS10845,
2168,SYNPCC7942_RS14075,,2221387,2221512,+,SYNPCC7942_RS14075,SYNPCC7942_RS14075,SYNPCC7942_RS14075,SYNPCC7942_RS14075,membrane protease subunit,SYNPCC7942_RS14075,SYNPCC7942_RS14075,
2169,SYNPCC7942_RS10850,Synpcc7942_2138,2221934,2222959,+,SYNPCC7942_RS10850,SYNPCC7942_2138,SYNPCC7942_2138,SYNPCC7942_RS10850,type II toxin-antitoxin system HicA family toxin,conserved hypothetical protein,SYNPCC7942_RS10850,
2170,SYNPCC7942_RS14080,,2223130,2223279,-,SYNPCC7942_RS14080,SYNPCC7942_RS14080,SYNPCC7942_RS14080,SYNPCC7942_RS14080,hypothetical protein,SYNPCC7942_RS14080,SYNPCC7942_RS14080,
2171,SYNPCC7942_RS10855,Synpcc7942_2139,2223602,2224213,+,SYNPCC7942_RS10855,gst3,gst3,SYNPCC7942_RS10855,glutathione S-transferase family protein,probable glutathione S-transferase,SYNPCC7942_RS10855,K00799
2172,SYNPCC7942_RS10860,Synpcc7942_2140,2224311,2224742,+,SYNPCC7942_RS10860,SYNPCC7942_2140,SYNPCC7942_2140,SYNPCC7942_RS10860,cytidine deaminase,conserved hypothetical protein,SYNPCC7942_RS10860,
2173,SYNPCC7942_RS13810,,2224903,2225079,+,SYNPCC7942_RS13810,SYNPCC7942_RS13810,SYNPCC7942_RS13810,SYNPCC7942_RS13810,TetR/AcrR family transcriptional regulator,SYNPCC7942_RS13810,SYNPCC7942_RS13810,
2174,SYNPCC7942_RS10865,,2225299,2225652,+,SYNPCC7942_RS10865,SYNPCC7942_RS10865,SYNPCC7942_RS10865,SYNPCC7942_RS10865,cupin domain-containing protein,SYNPCC7942_RS10865,SYNPCC7942_RS10865,
2175,SYNPCC7942_RS10870,Synpcc7942_2141,2226031,2226495,+,SYNPCC7942_RS10870,SYNPCC7942_2141,SYNPCC7942_2141,SYNPCC7942_RS10870,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS10870,
2176,SYNPCC7942_RS10875,Synpcc7942_2142,2226468,2226803,-,SYNPCC7942_RS10875,infA,infA,SYNPCC7942_RS10875,translation initiation factor,probable translation initiation factor SUI1,SYNPCC7942_RS10875,K03113
2177,SYNPCC7942_RS10880,Synpcc7942_2143,2226908,2228170,+,trpB,trpB,trpB,trpB,tryptophan synthase subunit beta,"tryptophan synthase, beta subunit",tryptophan synthase subunit beta,K01696
2178,SYNPCC7942_RS10890,Synpcc7942_2144,2228529,2229017,-,SYNPCC7942_RS10890,SYNPCC7942_2144,SYNPCC7942_2144,SYNPCC7942_RS10890,thermonuclease family protein,nuclease (SNase-like),SYNPCC7942_RS10890,
2179,SYNPCC7942_RS10895,Synpcc7942_2145,2229023,2229910,-,SYNPCC7942_RS10895,SYNPCC7942_2145,SYNPCC7942_2145,SYNPCC7942_RS10895,carbon-nitrogen hydrolase,conserved hypothetical protein,SYNPCC7942_RS10895,K12251
2180,SYNPCC7942_RS10900,Synpcc7942_2146,2230024,2230323,+,SYNPCC7942_RS10900,SYNPCC7942_2146,SYNPCC7942_2146,SYNPCC7942_RS10900,hypothetical protein,hypothetical protein,SYNPCC7942_RS10900,
2181,SYNPCC7942_RS10905,Synpcc7942_2147,2230316,2230726,+,SYNPCC7942_RS10905,SYNPCC7942_2147,SYNPCC7942_2147,SYNPCC7942_RS10905,PIN domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS10905,K07065
2182,SYNPCC7942_RS10915,Synpcc7942_2148,2230823,2231845,+,SYNPCC7942_RS10915,SYNPCC7942_2148,SYNPCC7942_2148,,ABC transporter ATP-binding protein,ATPase,ATPase,K01990
2183,SYNPCC7942_RS10920,Synpcc7942_2149,2231897,2232757,+,SYNPCC7942_RS10920,SYNPCC7942_2149,SYNPCC7942_2149,ycf38,ABC transporter permease,ABC-2 type transport system permease protein,ABC-2 type transport system permease protein,K01992
2184,SYNPCC7942_RS10925,Synpcc7942_2150,2232979,2234022,+,SYNPCC7942_RS10925,SYNPCC7942_2150,SYNPCC7942_2150,SYNPCC7942_RS10925,linear amide C-N hydrolase,probable hydrolase,SYNPCC7942_RS10925,K01442
2185,SYNPCC7942_RS10930,Synpcc7942_2151,2234141,2236354,-,SYNPCC7942_RS10930,bcsA3,bcsA3,SYNPCC7942_RS10930,glycosyltransferase,Cellulose synthase (UDP-forming),SYNPCC7942_RS10930,K00694
2186,SYNPCC7942_RS10935,Synpcc7942_2152,2236384,2237643,-,SYNPCC7942_RS10935,SYNPCC7942_2152,SYNPCC7942_2152,SYNPCC7942_RS10935,HlyD family efflux transporter periplasmic adaptor subunit,conserved hypothetical protein,SYNPCC7942_RS10935,
2187,SYNPCC7942_RS10940,Synpcc7942_2153,2237999,2238427,+,SYNPCC7942_RS10940,SYNPCC7942_2153,SYNPCC7942_2153,SYNPCC7942_RS10940,hypothetical protein,hypothetical protein,SYNPCC7942_RS10940,
2188,SYNPCC7942_RS10945,Synpcc7942_2154,2238501,2238704,-,SYNPCC7942_RS10945,SYNPCC7942_2154,SYNPCC7942_2154,SYNPCC7942_RS10945,hypothetical protein,hypothetical protein,SYNPCC7942_RS10945,
2189,SYNPCC7942_RS10950,Synpcc7942_2155,2238733,2239107,-,SYNPCC7942_RS10950,SYNPCC7942_2155,SYNPCC7942_2155,SYNPCC7942_RS10950,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS10950,
2190,SYNPCC7942_RS10955,Synpcc7942_2156,2239305,2240726,-,glnA,glnA,glnA,SYNPCC7942_RS10955,type I glutamate--ammonia ligase,glutamine synthetase type I subunit,SYNPCC7942_RS10955,K01915
2191,SYNPCC7942_RS10960,Synpcc7942_2157,2240800,2241084,-,SYNPCC7942_RS10960,SYNPCC7942_2157,SYNPCC7942_2157,SYNPCC7942_RS10960,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS10960,
2192,SYNPCC7942_RS10965,Synpcc7942_2158,2241120,2241629,+,apcB,apcF,apcF,SYNPCC7942_RS10965,allophycocyanin subunit beta,"allophycocyanin, beta 18 subunit",SYNPCC7942_RS10965,K02097
2193,SYNPCC7942_RS10970,Synpcc7942_2159,2241719,2242651,+,SYNPCC7942_RS10970,SYNPCC7942_2159,SYNPCC7942_2159,SYNPCC7942_RS10970,alpha/beta hydrolase,conserved hypothetical protein,SYNPCC7942_RS10970,
2194,SYNPCC7942_RS10975,Synpcc7942_2160,2242713,2243867,+,SYNPCC7942_RS10975,spt,spt,SYNPCC7942_RS10975,alanine--glyoxylate aminotransferase family protein,serine:pyruvate aminotransferase,SYNPCC7942_RS10975,K00830
2195,SYNPCC7942_RS10980,Synpcc7942_2161,2243880,2244536,+,SYNPCC7942_RS10980,SYNPCC7942_2161,SYNPCC7942_2161,SYNPCC7942_RS10980,class I SAM-dependent methyltransferase,conserved hypothetical protein,SYNPCC7942_RS10980,
2196,SYNPCC7942_RS10985,,2244577,2244744,+,SYNPCC7942_RS10985,SYNPCC7942_RS10985,SYNPCC7942_RS10985,SYNPCC7942_RS10985,hypothetical protein,SYNPCC7942_RS10985,SYNPCC7942_RS10985,
2197,SYNPCC7942_RS10990,Synpcc7942_2162,2244725,2244934,-,SYNPCC7942_RS10990,SYNPCC7942_2162,SYNPCC7942_2162,SYNPCC7942_RS10990,hypothetical protein,hypothetical protein,SYNPCC7942_RS10990,
2198,SYNPCC7942_RS10995,Synpcc7942_2163,2245037,2245525,+,SYNPCC7942_RS10995,SYNPCC7942_2163,SYNPCC7942_2163,SYNPCC7942_RS10995,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS10995,
2199,SYNPCC7942_RS11000,Synpcc7942_2164,2245607,2246992,+,SYNPCC7942_RS11000,lls1,lls1,SYNPCC7942_RS11000,Rieske 2Fe-2S domain-containing protein,cell death suppressor protein Lls1-like,SYNPCC7942_RS11000,
2200,SYNPCC7942_RS11005,Synpcc7942_2165,2246989,2247369,-,SYNPCC7942_RS11005,SYNPCC7942_2165,SYNPCC7942_2165,SYNPCC7942_RS11005,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11005,
2201,SYNPCC7942_RS11010,Synpcc7942_2166,2247486,2247857,-,SYNPCC7942_RS11010,SYNPCC7942_2166,SYNPCC7942_2166,SYNPCC7942_RS11010,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11010,
2202,SYNPCC7942_RS11015,Synpcc7942_2167,2248016,2248468,-,SYNPCC7942_RS11015,SYNPCC7942_2167,SYNPCC7942_2167,SYNPCC7942_RS11015,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11015,
2203,SYNPCC7942_RS11020,Synpcc7942_2168,2248681,2251065,+,pcrA,pcrA,pcrA,SYNPCC7942_RS11020,DNA helicase PcrA,ATP-dependent DNA helicase PcrA,SYNPCC7942_RS11020,K03657
2204,SYNPCC7942_RS11025,Synpcc7942_2169,2251160,2251483,-,SYNPCC7942_RS11025,SYNPCC7942_2169,SYNPCC7942_2169,SYNPCC7942_RS11025,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11025,
2205,SYNPCC7942_RS11030,Synpcc7942_2170,2251524,2251997,+,SYNPCC7942_RS11030,SYNPCC7942_2170,SYNPCC7942_2170,SYNPCC7942_RS11030,transcriptional repressor,"putative ferric uptake regulator, FUR family",SYNPCC7942_RS11030,
2206,SYNPCC7942_RS11035,Synpcc7942_2171,2252196,2252726,-,SYNPCC7942_RS11035,dpsA,dpsA,SYNPCC7942_RS11035,DNA starvation/stationary phase protection protein,starvation induced DNA binding protein,SYNPCC7942_RS11035,K04047
2207,SYNPCC7942_RS11040,Synpcc7942_2172,2252961,2253221,+,SYNPCC7942_RS11040,SYNPCC7942_2172,SYNPCC7942_2172,SYNPCC7942_RS11040,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11040,
2208,SYNPCC7942_RS11045,Synpcc7942_2173,2253218,2253778,+,SYNPCC7942_RS11045,idiC,idiC,SYNPCC7942_RS11045,(2Fe-2S) ferredoxin domain-containing protein,Iron deficiency-induced protein C,SYNPCC7942_RS11045,
2209,SYNPCC7942_RS11050,Synpcc7942_2174,2253875,2254504,+,SYNPCC7942_RS11050,idiB,idiB,SYNPCC7942_RS11050,Crp/Fnr family transcriptional regulator,IdiB,SYNPCC7942_RS11050,
2210,SYNPCC7942_RS11055,Synpcc7942_2175,2254747,2255847,-,SYNPCC7942_RS11055,idiA,idiA,SYNPCC7942_RS11055,Fe(3+) ABC transporter substrate-binding protein,IdiA,SYNPCC7942_RS11055,K02012
2211,SYNPCC7942_RS11060,Synpcc7942_2176,2255951,2257096,-,SYNPCC7942_RS11060,SYNPCC7942_2176,SYNPCC7942_2176,SYNPCC7942_RS11060,FAD-binding oxidoreductase,conserved hypothetical protein,SYNPCC7942_RS11060,
2212,SYNPCC7942_RS11065,Synpcc7942_2177,2257161,2258033,+,SYNPCC7942_RS11065,natD,natD,SYNPCC7942_RS11065,branched-chain amino acid ABC transporter permease,neutural amino acids ABC transporter integral membrane protein,SYNPCC7942_RS11065,K11956
2213,SYNPCC7942_RS11070,Synpcc7942_2178,2258054,2258395,-,SYNPCC7942_RS11070,SYNPCC7942_2178,SYNPCC7942_2178,SYNPCC7942_RS11070,phage holin family protein,conserved hypothetical protein,SYNPCC7942_RS11070,K08972
2214,SYNPCC7942_RS11075,Synpcc7942_2179,2258445,2259359,-,SYNPCC7942_RS11075,SYNPCC7942_2179,SYNPCC7942_2179,SYNPCC7942_RS11075,lipid kinase,conserved hypothetical protein,SYNPCC7942_RS11075,
2215,SYNPCC7942_RS11080,Synpcc7942_2180,2259490,2259927,-,SYNPCC7942_RS11080,prxQ-A1,prxQ-A1,SYNPCC7942_RS11080,peroxiredoxin,peroxiredoxin PrxQ-A1,SYNPCC7942_RS11080,K03564
2216,SYNPCC7942_RS11085,Synpcc7942_2181,2259980,2261125,-,SYNPCC7942_RS11085,SYNPCC7942_2181,SYNPCC7942_2181,SYNPCC7942_RS11085,site-2 protease family protein,conserved hypothetical protein,SYNPCC7942_RS11085,
2217,SYNPCC7942_RS11090,Synpcc7942_2182,2261244,2261429,-,SYNPCC7942_RS11090,SYNPCC7942_2182,SYNPCC7942_2182,SYNPCC7942_RS11090,hypothetical protein,hypothetical protein,SYNPCC7942_RS11090,
2218,SYNPCC7942_RS11095,Synpcc7942_2183,2261556,2262341,-,rnhA,rnhA,rnhA,SYNPCC7942_RS11095,ribonuclease HI,ribonuclease HI,SYNPCC7942_RS11095,K03469
2219,SYNPCC7942_RS11100,Synpcc7942_2184,2262518,2263318,+,SYNPCC7942_RS11100,SYNPCC7942_2184,SYNPCC7942_2184,SYNPCC7942_RS11100,class II glutamine amidotransferase,conserved hypothetical protein,SYNPCC7942_RS11100,
2220,SYNPCC7942_RS11105,Synpcc7942_2185,2263403,2263807,+,SYNPCC7942_RS11105,SYNPCC7942_2185,SYNPCC7942_2185,SYNPCC7942_RS11105,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11105,
2221,SYNPCC7942_RS11110,Synpcc7942_2186,2264073,2265710,+,SYNPCC7942_RS11110,SYNPCC7942_2186,SYNPCC7942_2186,SYNPCC7942_RS11110,universal stress protein,probable Na+/H+-exchanging protein,SYNPCC7942_RS11110,
2222,SYNPCC7942_RS11115,Synpcc7942_2187,2265698,2266102,-,SYNPCC7942_RS11115,SYNPCC7942_2187,SYNPCC7942_2187,SYNPCC7942_RS11115,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11115,
2223,SYNPCC7942_RS11120,Synpcc7942_2188,2266131,2267534,-,SYNPCC7942_RS11120,menF,menF,menF,isochorismate synthase,isochorismate synthase,isochorismate synthase,K02552
2224,SYNPCC7942_RS14085,Synpcc7942_2189,2267637,2267882,+,SYNPCC7942_RS14085,SYNPCC7942_RS14085,SYNPCC7942_RS14085,SYNPCC7942_RS14085,hypothetical protein,SYNPCC7942_RS14085,SYNPCC7942_RS14085,
2225,SYNPCC7942_RS11125,Synpcc7942_2190,2267935,2268357,+,msrB,msrB2,msrB2,SYNPCC7942_RS11125,peptide-methionine (R)-S-oxide reductase MsrB,Methionine sulfoxide reductase B,SYNPCC7942_RS11125,K07305
2226,SYNPCC7942_RS11130,Synpcc7942_2191,2268423,2269154,-,SYNPCC7942_RS11130,SYNPCC7942_2191,SYNPCC7942_2191,SYNPCC7942_RS11130,TSUP family transporter,conserved hypothetical protein,SYNPCC7942_RS11130,
2227,SYNPCC7942_RS11135,Synpcc7942_2192,2269294,2270901,+,SYNPCC7942_RS11135,SYNPCC7942_2192,SYNPCC7942_2192,SYNPCC7942_RS11135,diguanylate cyclase,diguanylate cyclase (GGDEF domain),SYNPCC7942_RS11135,
2228,SYNPCC7942_RS11140,Synpcc7942_2193,2270973,2272655,-,SYNPCC7942_RS11140,SYNPCC7942_2193,SYNPCC7942_2193,SYNPCC7942_RS11140,GAF domain-containing protein,metal dependent phosphohydrolase,SYNPCC7942_RS11140,
2229,SYNPCC7942_RS11145,Synpcc7942_2194,2272634,2273002,-,SYNPCC7942_RS11145,SYNPCC7942_2194,SYNPCC7942_2194,SYNPCC7942_RS11145,DUF3307 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS11145,
2230,SYNPCC7942_RS11150,Synpcc7942_2195,2272975,2274900,-,SYNPCC7942_RS11150,SYNPCC7942_2195,SYNPCC7942_2195,SYNPCC7942_RS11150,adenylate/guanylate cyclase domain-containing protein,putative adenylate/guanylate cyclase,SYNPCC7942_RS11150,K01768
2231,SYNPCC7942_RS11155,Synpcc7942_2196,2274904,2275545,-,SYNPCC7942_RS11155,SYNPCC7942_2196,SYNPCC7942_2196,SYNPCC7942_RS11155,FecR domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS11155,
2232,SYNPCC7942_RS11160,Synpcc7942_2197,2275683,2276786,+,proB,proB,proB,proB,glutamate 5-kinase,glutamate 5-kinase,gamma-glutamyl kinase,K00931
2233,SYNPCC7942_RS11165,Synpcc7942_2198,2276800,2277930,+,SYNPCC7942_RS11165,SYNPCC7942_2198,SYNPCC7942_2198,SYNPCC7942_RS11165,DNA double-strand break repair nuclease NurA,conserved hypothetical protein,SYNPCC7942_RS11165,
2234,SYNPCC7942_RS11170,Synpcc7942_2199,2277916,2280528,-,SYNPCC7942_RS11170,SYNPCC7942_RS11170,SYNPCC7942_RS11170,dnaE,trans-splicing intein-formed DNA polymerase III subunit alpha N-terminal partner DnaE-N,SYNPCC7942_RS11170,DNA polymerase III subunit alpha,K02337
2235,SYNPCC7942_RS11175,Synpcc7942_2200,2280586,2281077,-,SYNPCC7942_RS11175,SYNPCC7942_2200,SYNPCC7942_2200,SYNPCC7942_RS11175,cupin domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS11175,
2236,SYNPCC7942_RS11185,Synpcc7942_2201,2281327,2282547,-,SYNPCC7942_RS11185,alr,alr,alr,alanine racemase,alanine racemase,alanine racemase,K01775
2237,SYNPCC7942_RS11190,Synpcc7942_2202,2282672,2283169,+,SYNPCC7942_RS11190,SYNPCC7942_2202,SYNPCC7942_2202,SYNPCC7942_RS11190,HNH endonuclease,HNH nuclease,SYNPCC7942_RS11190,
2238,SYNPCC7942_RS11195,Synpcc7942_2203,2283183,2284289,-,prfA,prfA,prfA,prfA,peptide chain release factor 1,peptide chain release factor 1,peptide chain release factor 1,K02835
2239,SYNPCC7942_RS11200,Synpcc7942_2204,2284391,2284624,-,rpmE,rpmE,rpmE,rpmE,50S ribosomal protein L31,50S ribosomal subunit protein L31,50S ribosomal protein L31,K02909
2240,SYNPCC7942_RS11205,Synpcc7942_2205,2284655,2285062,-,rpsI,rpsI,rpsI,rpsI,30S ribosomal protein S9,30S ribosomal subunit protein S9,30S ribosomal protein S9,K02996
2241,SYNPCC7942_RS11210,Synpcc7942_2206,2285062,2285517,-,rplM,rplM,rplM,rplM,50S ribosomal protein L13,50S ribosomal subunit protein L13,50S ribosomal protein L13,K02871
2242,SYNPCC7942_RS11215,Synpcc7942_2207,2285533,2286417,-,truA,truA,truA,truA,tRNA pseudouridine(38-40) synthase TruA,tRNA pseudouridine synthase A,tRNA pseudouridine synthase A,K06173
2243,SYNPCC7942_RS11220,Synpcc7942_2208,2286420,2286770,-,rplQ,rplQ,rplQ,rplQ,50S ribosomal protein L17,50S ribosomal subunit protein L17,50S ribosomal protein L17,K02879
2244,SYNPCC7942_RS11225,Synpcc7942_2209,2286806,2287735,-,SYNPCC7942_RS11225,rpoA,rpoA,rpoA,DNA-directed RNA polymerase subunit alpha,"DNA-directed RNA polymerase, alpha subunit",DNA-directed RNA polymerase subunit alpha,K03040
2245,SYNPCC7942_RS11230,Synpcc7942_2210,2287781,2288173,-,rpsK,rpsK,rpsK,rps11,30S ribosomal protein S11,30S ribosomal subunit protein S11,30S ribosomal protein S11,K02948
2246,SYNPCC7942_RS11235,Synpcc7942_2211,2288243,2288620,-,rpsM,rpsM,rpsM,rpsM,30S ribosomal protein S13,30S ribosomal subunit protein S13,30S ribosomal protein S13,K02952
2247,SYNPCC7942_RS13815,Synpcc7942_2212,2288775,2288888,-,rpmJ,SYNPCC7942_RS13815,SYNPCC7942_RS13815,rpmJ,50S ribosomal protein L36,SYNPCC7942_RS13815,50S ribosomal protein L36,K02919
2248,SYNPCC7942_RS11240,Synpcc7942_2213,2288962,2289522,-,SYNPCC7942_RS11240,adk,adk,adk,adenylate kinase,adenylate kinases,adenylate kinase,K00939
2249,SYNPCC7942_RS11245,Synpcc7942_2214,2289522,2290841,-,secY,secY,secY,secY,preprotein translocase subunit SecY,SecY protein,preprotein translocase subunit SecY,K03076
2250,SYNPCC7942_RS11250,Synpcc7942_2215,2290963,2291406,-,SYNPCC7942_RS11250,rplO,rplO,SYNPCC7942_RS11250,50S ribosomal protein L15,50S ribosomal subunit protein L15,SYNPCC7942_RS11250,K02876
2251,SYNPCC7942_RS11255,Synpcc7942_2216,2291444,2291986,-,rpsE,rpsE,rpsE,rpsE,30S ribosomal protein S5,30S ribosomal subunit protein S5,30S ribosomal protein S5,K02988
2252,SYNPCC7942_RS11260,Synpcc7942_2217,2291990,2292352,-,SYNPCC7942_RS11260,rplR,rplR,rplR,50S ribosomal protein L18,50S ribosomal subunit protein L18,50S ribosomal protein L18,K02881
2253,SYNPCC7942_RS11265,Synpcc7942_2218,2292352,2292891,-,rplF,rplF,rplF,rplF,50S ribosomal protein L6,50S ribosomal subunit protein L6,50S ribosomal protein L6,K02933
2254,SYNPCC7942_RS11270,Synpcc7942_2219,2292928,2293329,-,rpsH,rpsH,rpsH,rpsH,30S ribosomal protein S8,30S ribosomal subunit protein S8,30S ribosomal protein S8,K02994
2255,SYNPCC7942_RS11275,Synpcc7942_2220,2293357,2293896,-,rplE,rplE,rplE,rplE,50S ribosomal protein L5,50S ribosomal subunit protein L5,50S ribosomal protein L5,K02931
2256,SYNPCC7942_RS11280,Synpcc7942_2221,2293939,2294280,-,SYNPCC7942_RS11280,rplX,rplX,rpl24,50S ribosomal protein L24,50S ribosomal subunit protein L24,50S ribosomal protein L24,K02895
2257,SYNPCC7942_RS11285,Synpcc7942_2222,2294280,2294645,-,rplN,rplN,rplN,rplN,50S ribosomal protein L14,50S ribosomal subunit protein L14,50S ribosomal protein L14,K02874
2258,SYNPCC7942_RS11290,Synpcc7942_2223,2294657,2294905,-,rpsQ,rpsQ,rpsQ,rpsQ,30S ribosomal protein S17,30S ribosomal subunit protein S17,30S ribosomal protein S17,K02961
2259,SYNPCC7942_RS11295,Synpcc7942_2224,2294940,2295134,-,SYNPCC7942_RS11295,rpmC,rpmC,rpl29,50S ribosomal protein L29,50S ribosomal subunit protein L29,50S ribosomal protein L29,K02904
2260,SYNPCC7942_RS11300,Synpcc7942_2225,2295137,2295565,-,rplP,rplP,rplP,rplP,50S ribosomal protein L16,50S ribosomal subunit protein L16,50S ribosomal protein L16,K02878
2261,SYNPCC7942_RS11305,Synpcc7942_2226,2295574,2296308,-,rpsC,rpsC,rpsC,rpsC,30S ribosomal protein S3,30S ribosomal subunit protein S3,30S ribosomal protein S3,K02982
2262,SYNPCC7942_RS11310,Synpcc7942_2227,2296333,2296686,-,rplV,rplV,rplV,rplV,50S ribosomal protein L22,50S ribosomal subunit protein L22,50S ribosomal protein L22,K02890
2263,SYNPCC7942_RS11315,Synpcc7942_2228,2296705,2296980,-,rpsS,rpsS,rpsS,rpsS,30S ribosomal protein S19,30S ribosomal subunit protein S19,30S ribosomal protein S19,K02965
2264,SYNPCC7942_RS11320,Synpcc7942_2229,2297012,2297875,-,rplB,rplB,rplB,rplB,50S ribosomal protein L2,50S ribosomal subunit protein L2,50S ribosomal protein L2,K02886
