locus_tag,old_locus_tag,new_annot,gene_name,new_product,cycbio_gene_name,cycbio_gene_product,COG,uniprot,start,end,strand,operon,accession
SYNPCC7942_RS10645,Synpcc7942_2100,SE_2162,rfbB,"dTDP-glucose 4,6-dehydratase",rfbB2,"dTDP-glucose 4,6-dehydratase",Cell wall/membrane/envelope biogenesis,A0A0H3K4J8,2181871,2182944,+,,
SYNPCC7942_RS10650,Synpcc7942_2101,SE_2163,rfbA,Glucose-1-phosphate thymidylyltransferase,rmlA,glucose-1-phosphate thymidylyltransferase,Coenzyme transport and metabolism,A0A0H3K481,2182941,2183825,+,,
SYNPCC7942_RS10655,Synpcc7942_2102,SE_2164,SE_2164,2Fe-2S iron-sulfur cluster binding domain-containing protein,SYNPCC7942_2102,2Fe-2S iron-sulfur cluster binding domain protein,Energy production and conversion,A0A0H3KBD5,2183837,2184076,+,,
SYNPCC7942_RS10660,Synpcc7942_2103,SE_2165,SE_2165,protein of unknown function (DUF3291),SYNPCC7942_2103,conserved hypothetical protein,Function unknown,A0A0H3K4U3,2184119,2184523,-,,
SYNPCC7942_RS10665,Synpcc7942_2104,SE_2166,cynS,cyanate lyase,cynS,cyanate lyase,Coenzyme transport and metabolism,Q59948,2184740,2185180,-,,
SYNPCC7942_RS10670,Synpcc7942_2105,SE_2167,cynD,nitrate/nitrite transport system ATP-binding protein,cynD,cyanate transport ATP-binding subunit,Inorganic ion transport and metabolism,A0A0H3K7U8,2185191,2186060,-,,
SYNPCC7942_RS10675,Synpcc7942_2106,SE_2168,cynB,nitrate/nitrite transport system permease protein,cynB,nitrate transport permease,Inorganic ion transport and metabolism,A0A0H3K4J2,2186064,2186855,-,,
SYNPCC7942_RS10680,,SE_2169,cynA,nitrate/nitrite transport system substrate-binding protein,SYNPCC7942_RS10680,SYNPCC7942_RS10680,Inorganic ion transport and metabolism,Q31LD2,2186865,2188454,-,,
SYNPCC7942_RS10685,Synpcc7942_2108,SE_2170,SE_2170,hypothetical protein,SYNPCC7942_2108,conserved hypothetical protein,No COG annotation,Q31LD1,2188718,2189086,+,,
SYNPCC7942_RS10690,Synpcc7942_2109,SE_2171,SE_2171,"ATP-binding cassette, subfamily B",SYNPCC7942_2109,ATPase,Defense mechanisms,Q31LD0,2189141,2190916,+,,
SYNPCC7942_RS10695,Synpcc7942_2110,SE_2172,fmt,methionyl-tRNA formyltransferase,fmt,methionyl-tRNA formyltransferase,"Translation, ribosomal structure and biogenesis",Q31LC9,2190917,2191900,-,,
SYNPCC7942_RS10700,Synpcc7942_2111,SE_2173,SE_2173,glucokinase,xylR,xylose repressor,Carbohydrate transport and metabolism,Q31LC8,2192025,2192933,+,,
SYNPCC7942_RS10705,Synpcc7942_2112,SE_2174,SE_2174,AAA domain-containing protein,SYNPCC7942_2112,conserved hypothetical protein,Coenzyme transport and metabolism,A0A0H3K469,2192960,2193502,-,,
SYNPCC7942_RS10710,Synpcc7942_2113,SE_2175,kprS,ribose-phosphate pyrophosphokinase,prsA,ribose-phosphate pyrophosphokinase,Nucleotide transport and metabolism,Q59988,2193730,2194725,+,,
SYNPCC7942_RS10715,Synpcc7942_2114,SE_2176,sasA,SasA sensory histidine kinase,sasA,SasA histidine kinase monomer,Signal transduction mechanisms,Q06904,2194827,2195990,+,,
SYNPCC7942_RS10725,Synpcc7942_2115,SE_2178,SE_2178,Ribosomal protein S18 acetylase RimI,SYNPCC7942_2115,conserved hypothetical protein,Transcription,A0A0H3K7T3,2196274,2197128,-,,
SYNPCC7942_RS10730,Synpcc7942_2116,SE_2179,SE_2179,alpha/beta hydrolase,SYNPCC7942_2116,conserved hypothetical protein,Function unknown,Q31LC3,2197290,2198150,-,,
SYNPCC7942_RS10735,Synpcc7942_2117,SE_2180,gatA,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferasesubunit A,gatA,"glutamyl-tRNA(Gln) amidotransferase, A subunit","Translation, ribosomal structure and biogenesis",Q31LC2,2198155,2199594,-,,
SYNPCC7942_RS10740,Synpcc7942_2118,SE_2181,SE_2181,protein of unknown function (DUF1816),SYNPCC7942_2118,conserved hypothetical protein,Signal transduction mechanisms,A0A0H3K463,2199694,2199981,-,,
SYNPCC7942_RS10745,Synpcc7942_2119,SE_2182,SE_2182,23S rRNA (guanosine2251-2'-O)-methyltransferase,trmH1,"RNA methyltransferase TrmH, group 3","Translation, ribosomal structure and biogenesis",Q31LC0,2200097,2201656,-,,
SYNPCC7942_RS10750,Synpcc7942_2120,SE_2183,SE_2183,ribonuclease-3 family protein,rnc2,Ribonuclease III,"Translation, ribosomal structure and biogenesis",Q31LB9,2201698,2202114,-,,
SYNPCC7942_RS10755,Synpcc7942_2121,SE_2184,spoIIA,anti-anti-sigma factor,spoIIAA,Anti-sigma F factor antagonist,Signal transduction mechanisms,A0A0H3K4S9,2202117,2202509,-,,
SYNPCC7942_RS10760,Synpcc7942_2122,SE_2185,carA,carbamoyl-phosphate synthase small subunit,carA,"carbamoyl-phosphate synthase, small subunit",Nucleotide transport and metabolism,Q31LB7,2202560,2203735,-,,
SYNPCC7942_RS10765,Synpcc7942_2123,SE_2186,trpD,anthranilate phosphoribosyltransferase,trpD,anthranilate phosphoribosyltransferase,Nucleotide transport and metabolism,Q31LB6,2203801,2204847,-,,
SYNPCC7942_RS10770,Synpcc7942_2124,SE_2187,bcp,Acetoin utilization deacetylase AcuC,bcp,acetylpolyamine aminohydrolase,Chromatin structure and dynamics,Q31LB5,2204908,2205879,-,,
SYNPCC7942_RS10775,Synpcc7942_2125,SE_2188,SE_2188,hypothetical protein,SYNPCC7942_2125,conserved hypothetical protein,Function unknown,A0A0H3K4H1,2206002,2206403,+,,
SYNPCC7942_RS10780,Synpcc7942_2126,SE_2189,SE_2189,hypothetical protein,SYNPCC7942_2126,conserved hypothetical protein,No COG annotation,A0A0H3K457,2206400,2206804,-,,
SYNPCC7942_RS10785,Synpcc7942_2127,SE_2190,nblA,Phycobilisome degradation protein nblA,nblA,phycobilisome degradation protein NblA,Function unknown,P35087,2207167,2207346,+,,
SYNPCC7942_RS10790,Synpcc7942_2128,SE_2191,txlA,Thiol-disulfide isomerase or thioredoxin,txlA,Thiol:disulfide interchange protein txlA,Energy production and conversion,A0A0H3K4S5,2207506,2208081,-,,
SYNPCC7942_RS10795,Synpcc7942_2129,SE_2192,SE_2192,4Fe-4S binding domain-containing protein,SYNPCC7942_2129,4Fe-4S ferredoxin iron-sulfur binding domain protein,Energy production and conversion,A0A0H3K7R6,2208154,2208558,+,,
SYNPCC7942_RS10800,Synpcc7942_2130,SE_2193,SE_2193,hypothetical protein,SYNPCC7942_2130,conserved hypothetical protein,No COG annotation,A0A0H3K4G5,2208566,2209150,+,,
SYNPCC7942_RS10805,Synpcc7942_2131,SE_2194,slt,soluble lytic murein transglycosylase,slt,probable soluble lytic transglycosylase,Cell wall/membrane/envelope biogenesis,Q31LA8,2209183,2211255,-,,
SYNPCC7942_RS10810,,SE_2195,SE_2195,hypothetical protein,SYNPCC7942_RS10810,SYNPCC7942_RS10810,No COG annotation,UPI00003A03C7,2211315,2211494,+,,
SYNPCC7942_RS10815,Synpcc7942_2132,SE_2196,manB,phosphoglucosamine mutase,glmM,phosphoglucosamine mutase,Carbohydrate transport and metabolism,Q31LA7,2211549,2212967,+,,
SYNPCC7942_RS10820,Synpcc7942_2133,SE_2197,SE_2197,"Catechol 2,3-dioxygenase",SYNPCC7942_2133,conserved hypothetical protein,Amino acid transport and metabolism,A0A0H3KB95,2212970,2213521,-,,
SYNPCC7942_RS10825,Synpcc7942_2134,SE_2198,amiA,N-acetylmuramoyl-L-alanine amidase,amiA2,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,A0A0H3K4S0,2213659,2214708,-,,
SYNPCC7942_RS10830,Synpcc7942_2135,SE_2199,SE_2199,hypothetical protein,SYNPCC7942_2135,conserved hypothetical protein,Function unknown,A0A0H3K7Q9,2214773,2215456,-,,
SYNPCC7942_RS10835,Synpcc7942_2136,SE_2200,dapB,dihydrodipicolinate reductase,dapB,dihydrodipicolinate reductase,Amino acid transport and metabolism,Q31LA3,2215466,2216287,-,,
SYNPCC7942_RS10840,Synpcc7942_2137,SE_2201,chlH,cobaltochelatase CobN subunit,chlH,"Magnesium-chelatase, subunit H",Coenzyme transport and metabolism,A0A0H3K4F9,2216577,2220563,+,,
SYNPCC7942_RS10845,,SYNPCC7942_RS10845,SYNPCC7942_RS10845,SYNPCC7942_RS10845,SYNPCC7942_RS10845,SYNPCC7942_RS10845,No COG annotation,UPI000585A666,2220725,2221294,+,,
SYNPCC7942_RS14075,,SYNPCC7942_RS14075,SYNPCC7942_RS14075,SYNPCC7942_RS14075,SYNPCC7942_RS14075,SYNPCC7942_RS14075,No COG annotation,,2221387,2221512,+,,
SYNPCC7942_RS10850,Synpcc7942_2138,SE_2202,SE_2202,Type II toxin-antitoxin system HicA family toxin,SYNPCC7942_2138,conserved hypothetical protein,No COG annotation,Q31LA1,2221934,2222959,+,,
SYNPCC7942_RS14080,,SYNPCC7942_RS14080,SYNPCC7942_RS14080,SYNPCC7942_RS14080,SYNPCC7942_RS14080,SYNPCC7942_RS14080,No COG annotation,UPI0002DC75B4,2223130,2223279,-,,
SYNPCC7942_RS10855,Synpcc7942_2139,SE_2203,SE_2203,glutathione S-transferase,gst3,probable glutathione S-transferase,"Post-translational modification, protein turnover,and chaperones",A0A0H3KB90,2223602,2224213,+,,
SYNPCC7942_RS10860,Synpcc7942_2140,SE_2204,SE_2204,cytidine deaminase,SYNPCC7942_2140,conserved hypothetical protein,Nucleotide transport and metabolism,A0A0H3K4R5,2224311,2224742,+,,
SYNPCC7942_RS13810,,SYNPCC7942_RS13810,SYNPCC7942_RS13810,SYNPCC7942_RS13810,SYNPCC7942_RS13810,SYNPCC7942_RS13810,Transcription,,2224903,2225079,+,,
SYNPCC7942_RS10865,,SE_2205,SE_2205,Cupin domain-containing protein,SYNPCC7942_RS10865,SYNPCC7942_RS10865,Function unknown,A0A0H3K7Q1,2225299,2225652,+,,
SYNPCC7942_RS10870,Synpcc7942_2141,SE_2206,SE_2206,hypothetical protein,SYNPCC7942_2141,conserved hypothetical protein,No COG annotation,A0A0H3K4F3,2226031,2226495,+,,
SYNPCC7942_RS10875,Synpcc7942_2142,SE_2207,sui1,translation initiation factor,infA,probable translation initiation factor SUI1,"Translation, ribosomal structure and biogenesis",Q31L97,2226468,2226803,-,,
SYNPCC7942_RS10880,Synpcc7942_2143,SE_2208,trpB,"tryptophan synthase, beta chain",trpB,"tryptophan synthase, beta subunit",Amino acid transport and metabolism,A0A0H3KB82,2226908,2228170,+,,
SYNPCC7942_RS10890,Synpcc7942_2144,SE_2210,SE_2210,"Endonuclease YncB, thermonuclease family",SYNPCC7942_2144,nuclease (SNase-like),"Replication, recombination and repair",Q31L95,2228529,2229017,-,,
SYNPCC7942_RS10895,Synpcc7942_2145,SE_2211,SE_2211,N-carbamoylputrescine amidase,SYNPCC7942_2145,conserved hypothetical protein,Function unknown,UPI00003A03D3,2229023,2229910,-,,
SYNPCC7942_RS10900,Synpcc7942_2146,SE_2212,SE_2212,hypothetical protein,SYNPCC7942_2146,hypothetical protein,No COG annotation,UPI00003A03D4,2230024,2230323,+,,
SYNPCC7942_RS10905,Synpcc7942_2147,SE_2213,SE_2213,PIN domain-containing protein,SYNPCC7942_2147,conserved hypothetical protein,Function unknown,A0A0H3K4E8,2230316,2230726,+,,
SYNPCC7942_RS10915,Synpcc7942_2148,SE_2214,SE_2214,ABC-2 type transport system ATP-binding protein,SYNPCC7942_2148,ATPase,Defense mechanisms,A0A0H3K435,2230823,2231845,+,,
SYNPCC7942_RS10920,Synpcc7942_2149,SE_2215,ycf38,ABC-2 type transport system permease protein,SYNPCC7942_2149,ABC-2 type transport system permease protein,Defense mechanisms,A0A0H3KB79,2231897,2232757,+,,
SYNPCC7942_RS10925,Synpcc7942_2150,SE_2216,SE_2216,penicillin amidase Cysteine peptidase. MEROPS family C59,SYNPCC7942_2150,probable hydrolase,Cell wall/membrane/envelope biogenesis,A0A0H3K4Q3,2232979,2234022,+,,
SYNPCC7942_RS10930,Synpcc7942_2151,SE_2217,SE_2217,cellulose synthase (UDP-forming),bcsA3,Cellulose synthase (UDP-forming),Cell wall/membrane/envelope biogenesis,Q31L88,2234141,2236354,-,,
SYNPCC7942_RS10935,Synpcc7942_2152,SE_2218,SE_2218,Multidrug resistance efflux pump,SYNPCC7942_2152,conserved hypothetical protein,Defense mechanisms,Q31L87,2236384,2237643,-,,
SYNPCC7942_RS10940,Synpcc7942_2153,SE_2219,SE_2219,hypothetical protein,SYNPCC7942_2153,hypothetical protein,No COG annotation,UPI0005846D28,2237999,2238427,+,,
SYNPCC7942_RS10945,Synpcc7942_2154,SE_2220,SE_2220,hypothetical protein,SYNPCC7942_2154,hypothetical protein,No COG annotation,Q31L85,2238501,2238704,-,,
SYNPCC7942_RS10950,Synpcc7942_2155,SE_2221,SE_2221,hypothetical protein,SYNPCC7942_2155,conserved hypothetical protein,No COG annotation,UPI00000B0C4C,2238733,2239107,-,,
SYNPCC7942_RS10955,Synpcc7942_2156,SE_2222,glnA,L-glutamine synthetase,glnA,glutamine synthetase type I subunit,Coenzyme transport and metabolism,Q31L83,2239305,2240726,-,,
SYNPCC7942_RS10960,Synpcc7942_2157,SE_2223,SE_2223,hypothetical protein,SYNPCC7942_2157,conserved hypothetical protein,No COG annotation,Q31L82,2240800,2241084,-,,
SYNPCC7942_RS10965,Synpcc7942_2158,SE_2224,apcF,allophycocyanin beta-18 subunit apoprotein,apcF,"allophycocyanin, beta 18 subunit",Energy production and conversion,A0A0H3K7N0,2241120,2241629,+,,
SYNPCC7942_RS10970,Synpcc7942_2159,SE_2225,SE_2225,Pimeloyl-ACP methyl ester carboxylesterase,SYNPCC7942_2159,conserved hypothetical protein,Function unknown,A0A0H3K4D7,2241719,2242651,+,,
SYNPCC7942_RS10975,Synpcc7942_2160,SE_2226,nhtA,alanine-glyoxylate aminotransferase apoenzyme,spt,serine:pyruvate aminotransferase,Amino acid transport and metabolism,Q31L79,2242713,2243867,+,,
SYNPCC7942_RS10980,Synpcc7942_2161,SE_2227,SE_2227,Methyltransferase domain-containing protein,SYNPCC7942_2161,conserved hypothetical protein,Function unknown,A0A0H3KB69,2243880,2244536,+,,
SYNPCC7942_RS10985,,SYNPCC7942_RS10985,SYNPCC7942_RS10985,SYNPCC7942_RS10985,SYNPCC7942_RS10985,SYNPCC7942_RS10985,No COG annotation,UPI00003A03DE,2244577,2244744,+,,
SYNPCC7942_RS10990,Synpcc7942_2162,SE_2228,SE_2228,hypothetical protein,SYNPCC7942_2162,hypothetical protein,No COG annotation,UPI0005856B2F,2244725,2244934,-,,
SYNPCC7942_RS10995,Synpcc7942_2163,SE_2229,SE_2229,hypothetical protein,SYNPCC7942_2163,conserved hypothetical protein,No COG annotation,Q31L76,2245037,2245525,+,,
SYNPCC7942_RS11000,Synpcc7942_2164,SE_2230,SE_2230,"Phenylpropionate dioxygenase, large terminal subunit",lls1,cell death suppressor protein Lls1-like,Inorganic ion transport and metabolism,A0A0H3K7M4,2245607,2246992,+,,
SYNPCC7942_RS11005,Synpcc7942_2165,SE_2231,SE_2231,hypothetical protein,SYNPCC7942_2165,conserved hypothetical protein,No COG annotation,A0A0H3K4D0,2246989,2247369,-,,
SYNPCC7942_RS11010,Synpcc7942_2166,SE_2232,SE_2232,hypothetical protein,SYNPCC7942_2166,conserved hypothetical protein,No COG annotation,A0A0H3K409,2247486,2247857,-,,
SYNPCC7942_RS11015,Synpcc7942_2167,SE_2233,SE_2233,hypothetical protein,SYNPCC7942_2167,conserved hypothetical protein,No COG annotation,A0A0H3KB64,2248016,2248468,-,,
SYNPCC7942_RS11020,Synpcc7942_2168,SE_2234,pcrA,"ATP-dependent DNA helicase, Rep family",pcrA,ATP-dependent DNA helicase PcrA,"Replication, recombination and repair",Q31L71,2248681,2251065,+,,
SYNPCC7942_RS11025,Synpcc7942_2169,SE_2235,SE_2235,hypothetical protein,SYNPCC7942_2169,conserved hypothetical protein,No COG annotation,A0A0H3K7L6,2251160,2251483,-,,
SYNPCC7942_RS11030,Synpcc7942_2170,SE_2236,fur,"putative ferric uptake regulator, FUR family ",SYNPCC7942_2170,"putative ferric uptake regulator, FUR family",Inorganic ion transport and metabolism,UPI0012DC61D1,2251524,2251997,+,,
SYNPCC7942_RS11035,Synpcc7942_2171,SE_2237,dpsA,DNA-binding ferritin-like protein (oxidative damage protectant),dpsA,starvation induced DNA binding protein,Inorganic ion transport and metabolism,Q55024,2252196,2252726,-,,
SYNPCC7942_RS11040,Synpcc7942_2172,SE_2238,SE_2238,hypothetical protein,SYNPCC7942_2172,conserved hypothetical protein,No COG annotation,Q31L67,2252961,2253221,+,,
SYNPCC7942_RS11045,Synpcc7942_2173,SE_2239,idiC,(2Fe-2S) ferredoxin domain-containing protein,idiC,Iron deficiency-induced protein C,Energy production and conversion,Q31L66,2253218,2253778,+,,
SYNPCC7942_RS11050,Synpcc7942_2174,SE_2240,idiB,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases,idiB,IdiB,Transcription,A0A0H3K4N8,2253875,2254504,+,,
SYNPCC7942_RS11055,Synpcc7942_2175,SE_2241,idiA,Fe(3+) ABC transporter substrate-binding protein,idiA,IdiA,Inorganic ion transport and metabolism,UPI000049BECF,2254747,2255847,-,,
SYNPCC7942_RS11060,Synpcc7942_2176,SE_2242,dpsA,Glycine/D-amino acid oxidase (deaminating),SYNPCC7942_2176,conserved hypothetical protein,Amino acid transport and metabolism,A0A0H3K7K8,2255951,2257096,-,,
SYNPCC7942_RS11065,Synpcc7942_2177,SE_2243,natD,neutral amino acid ABC transporter membrane protein,natD,neutural amino acids ABC transporter integral membrane protein,"Intracellular trafficking, secretion, and vesicular transport",UPI00003A03EC,2257161,2258033,+,,
SYNPCC7942_RS11070,Synpcc7942_2178,SE_2244,SE_2244,putative membrane protein,SYNPCC7942_2178,conserved hypothetical protein,Function unknown,A0A0H3K3Z9,2258054,2258395,-,,
SYNPCC7942_RS11075,Synpcc7942_2179,SE_2245,SE_2245,"lipid kinase, YegS/Rv2252/BmrU family",SYNPCC7942_2179,conserved hypothetical protein,Lipid transport and metabolism,A0A0H3KB52,2258445,2259359,-,,
SYNPCC7942_RS11080,Synpcc7942_2180,SE_2246,prxQ-A1,peroxiredoxin Q/BCP,prxQ-A1,peroxiredoxin PrxQ-A1,"Post-translational modification, protein turnover,and chaperones",A0A0H3K4N5,2259490,2259927,-,,
SYNPCC7942_RS11085,Synpcc7942_2181,SE_2247,SE_2247,Zn-dependent protease (includes SpoIVFB),SYNPCC7942_2181,conserved hypothetical protein,Function unknown,UPI000F7D94CD,2259980,2261125,-,,
SYNPCC7942_RS11090,Synpcc7942_2182,SE_2248,SE_2248,hypothetical protein,SYNPCC7942_2182,hypothetical protein,No COG annotation,Q31L57,2261244,2261429,-,,
SYNPCC7942_RS11095,Synpcc7942_2183,SE_2249,rnhA,ribonuclease HI,rnhA,ribonuclease HI,"Replication, recombination and repair",UPI000585CE88,2261556,2262341,-,,
SYNPCC7942_RS11100,Synpcc7942_2184,SE_2250,SE_2250,glutamine amidotransferase,SYNPCC7942_2184,conserved hypothetical protein,Function unknown,A0A0H3K3Z5,2262518,2263318,+,,
SYNPCC7942_RS11105,Synpcc7942_2185,SE_2251,SE_2251,hypothetical protein,SYNPCC7942_2185,conserved hypothetical protein,Lipid transport and metabolism,A0A0H3KB46,2263403,2263807,+,,
SYNPCC7942_RS11110,Synpcc7942_2186,SE_2252,nha7,"sodium/proton antiporter, CPA1 family",SYNPCC7942_2186,probable Na+/H+-exchanging protein,Inorganic ion transport and metabolism,Q31L53,2264073,2265710,+,,
SYNPCC7942_RS11115,Synpcc7942_2187,SE_2253,SE_2253,hypothetical protein,SYNPCC7942_2187,conserved hypothetical protein,No COG annotation,A0A0H3K7J6,2265698,2266102,-,,
SYNPCC7942_RS11120,Synpcc7942_2188,SE_2254,menF,isochorismate synthase,menF,isochorismate synthase,Coenzyme transport and metabolism,A0A0H3K4A4,2266131,2267534,-,,
SYNPCC7942_RS14085,Synpcc7942_2189,SYNPCC7942_RS14085,SYNPCC7942_RS14085,SYNPCC7942_RS14085,SYNPCC7942_RS14085,SYNPCC7942_RS14085,No COG annotation,UPI0012DEC534,2267637,2267882,+,,
SYNPCC7942_RS11125,Synpcc7942_2190,SE_2255,msrB,peptide-methionine (R)-S-oxide reductase,msrB2,Methionine sulfoxide reductase B,Energy production and conversion,A0A0H3K3Y9,2267935,2268357,+,,
SYNPCC7942_RS11130,Synpcc7942_2191,SE_2256,SE_2256,hypothetical protein,SYNPCC7942_2191,conserved hypothetical protein,Function unknown,A0A0H3KB39,2268423,2269154,-,,
SYNPCC7942_RS11135,Synpcc7942_2192,SE_2257,SE_2257,diguanylate cyclase,SYNPCC7942_2192,diguanylate cyclase (GGDEF domain),Signal transduction mechanisms,Q31L47,2269294,2270901,+,,
SYNPCC7942_RS11140,Synpcc7942_2193,SE_2258,SE_2258,metal dependent phosphohydrolase,SYNPCC7942_2193,metal dependent phosphohydrolase,Signal transduction mechanisms,Q31L46,2270973,2272655,-,,
SYNPCC7942_RS11145,Synpcc7942_2194,SE_2259,SE_2259,DUF3307 domain-containing protein,SYNPCC7942_2194,conserved hypothetical protein,Function unknown,A0A0H3K498,2272634,2273002,-,,
SYNPCC7942_RS11150,Synpcc7942_2195,SE_2260,cya2,adenylate cyclase,SYNPCC7942_2195,putative adenylate/guanylate cyclase,Signal transduction mechanisms,Q31L44,2272975,2274900,-,,
SYNPCC7942_RS11155,Synpcc7942_2196,SE_2261,SE_2261,FecR family protein,SYNPCC7942_2196,conserved hypothetical protein,Inorganic ion transport and metabolism,Q31L43,2274904,2275545,-,,
SYNPCC7942_RS11160,Synpcc7942_2197,SE_2262,proB,glutamate 5-kinase,proB,glutamate 5-kinase,Nucleotide transport and metabolism,Q31L42,2275683,2276786,+,,
SYNPCC7942_RS11165,Synpcc7942_2198,SE_2263,SE_2263,NurA domain-containing protein,SYNPCC7942_2198,conserved hypothetical protein,Function unknown,A0A0H3K4M1,2276800,2277930,+,,
SYNPCC7942_RS11170,Synpcc7942_2199,SE_2264,dnaE,intein,SYNPCC7942_RS11170,SYNPCC7942_RS11170,"Replication, recombination and repair",Q31L40,2277916,2280528,-,,
SYNPCC7942_RS11175,Synpcc7942_2200,SE_2265,SE_2265,Cupin domain-containing protein,SYNPCC7942_2200,conserved hypothetical protein,Carbohydrate transport and metabolism,Q31L39,2280586,2281077,-,,
SYNPCC7942_RS11185,Synpcc7942_2201,SE_2267,alr,alanine racemase,alr,alanine racemase,Cell wall/membrane/envelope biogenesis,Q31L38,2281327,2282547,-,,
SYNPCC7942_RS11190,Synpcc7942_2202,SE_2268,mcrA,5-methylcytosine-specific restriction endonuclease McrA,SYNPCC7942_2202,HNH nuclease,"Replication, recombination and repair",A0A0H3KB28,2282672,2283169,+,,
SYNPCC7942_RS11195,Synpcc7942_2203,SE_2269,prfA,bacterial peptide chain release factor 1 (bRF-1),prfA,peptide chain release factor 1,"Translation, ribosomal structure and biogenesis",Q31L36,2283183,2284289,-,,
SYNPCC7942_RS11200,Synpcc7942_2204,SE_2270,rpmE,LSU ribosomal protein L31P,rpmE,50S ribosomal subunit protein L31,"Translation, ribosomal structure and biogenesis",Q31L35,2284391,2284624,-,,
SYNPCC7942_RS11205,Synpcc7942_2205,SE_2271,rpsI,SSU ribosomal protein S9P,rpsI,30S ribosomal subunit protein S9,"Translation, ribosomal structure and biogenesis",A0A0H3K4L7,2284655,2285062,-,,
SYNPCC7942_RS11210,Synpcc7942_2206,SE_2272,rplM,LSU ribosomal protein L13P,rplM,50S ribosomal subunit protein L13,"Translation, ribosomal structure and biogenesis",Q31L33,2285062,2285517,-,,
SYNPCC7942_RS11215,Synpcc7942_2207,SE_2273,truA,tRNA pseudouridine38-40 synthase,truA,tRNA pseudouridine synthase A,"Translation, ribosomal structure and biogenesis",Q31L32,2285533,2286417,-,,
SYNPCC7942_RS11220,Synpcc7942_2208,SE_2274,rplQ,LSU ribosomal protein L17P,rplQ,50S ribosomal subunit protein L17,"Translation, ribosomal structure and biogenesis",O24711,2286420,2286770,-,,
SYNPCC7942_RS11225,Synpcc7942_2209,SE_2275,rpoA,DNA-directed RNA polymerase subunit alpha,rpoA,"DNA-directed RNA polymerase, alpha subunit",Transcription,O24710,2286806,2287735,-,,
SYNPCC7942_RS11230,Synpcc7942_2210,SE_2276,rps11,SSU ribosomal protein S11P,rpsK,30S ribosomal subunit protein S11,"Translation, ribosomal structure and biogenesis",O24709,2287781,2288173,-,,
SYNPCC7942_RS11235,Synpcc7942_2211,SE_2277,rpsM,SSU ribosomal protein S13P,rpsM,30S ribosomal subunit protein S13,"Translation, ribosomal structure and biogenesis",O24708,2288243,2288620,-,,
SYNPCC7942_RS13815,Synpcc7942_2212,SE_2278,rpmJ,50S ribosomal protein L36,SYNPCC7942_RS13815,SYNPCC7942_RS13815,"Translation, ribosomal structure and biogenesis",O24707,2288775,2288888,-,,
SYNPCC7942_RS11240,Synpcc7942_2213,SE_2279,adk,Adenylate kinase,adk,adenylate kinases,Nucleotide transport and metabolism,O24706,2288962,2289522,-,,
SYNPCC7942_RS11245,Synpcc7942_2214,SE_2280,secY,protein translocase subunit secY/sec61 alpha,secY,SecY protein,"Intracellular trafficking, secretion, and vesicular transport",P0A4H0,2289522,2290841,-,,
SYNPCC7942_RS11250,Synpcc7942_2215,SE_2281,rpl15,LSU ribosomal protein L15P,rplO,50S ribosomal subunit protein L15,"Translation, ribosomal structure and biogenesis",P31160,2290963,2291406,-,,
SYNPCC7942_RS11255,Synpcc7942_2216,SE_2282,rpsE,SSU ribosomal protein S5P,rpsE,30S ribosomal subunit protein S5,"Translation, ribosomal structure and biogenesis",O24705,2291444,2291986,-,,
SYNPCC7942_RS11260,Synpcc7942_2217,SE_2283,rplR,LSU ribosomal protein L18P,rplR,50S ribosomal subunit protein L18,"Translation, ribosomal structure and biogenesis",O24704,2291990,2292352,-,,
SYNPCC7942_RS11265,Synpcc7942_2218,SE_2284,rplF,LSU ribosomal protein L6P,rplF,50S ribosomal subunit protein L6,"Translation, ribosomal structure and biogenesis",O24703,2292352,2292891,-,,
SYNPCC7942_RS11270,Synpcc7942_2219,SE_2285,rpsH,SSU ribosomal protein S8P,rpsH,30S ribosomal subunit protein S8,"Translation, ribosomal structure and biogenesis",O24702,2292928,2293329,-,,
SYNPCC7942_RS11275,Synpcc7942_2220,SE_2286,rplE,LSU ribosomal protein L5P,rplE,50S ribosomal subunit protein L5,"Translation, ribosomal structure and biogenesis",O24701,2293357,2293896,-,,
SYNPCC7942_RS11280,Synpcc7942_2221,SE_2287,rpl24,LSU ribosomal protein L24P,rplX,50S ribosomal subunit protein L24,"Translation, ribosomal structure and biogenesis",O24700,2293939,2294280,-,,
SYNPCC7942_RS11285,Synpcc7942_2222,SE_2288,rplN,LSU ribosomal protein L14P,rplN,50S ribosomal subunit protein L14,"Translation, ribosomal structure and biogenesis",O24699,2294280,2294645,-,,
SYNPCC7942_RS11290,Synpcc7942_2223,SE_2289,rpsQ,SSU ribosomal protein S17P,rpsQ,30S ribosomal subunit protein S17,"Translation, ribosomal structure and biogenesis",O24698,2294657,2294905,-,,
SYNPCC7942_RS11295,Synpcc7942_2224,SE_2290,rpl29,LSU ribosomal protein L29P,rpmC,50S ribosomal subunit protein L29,"Translation, ribosomal structure and biogenesis",O24697,2294940,2295134,-,,
SYNPCC7942_RS11300,Synpcc7942_2225,SE_2291,rplP,LSU ribosomal protein L16P,rplP,50S ribosomal subunit protein L16,"Translation, ribosomal structure and biogenesis",O24696,2295137,2295565,-,,
